data,k,alpha,run idx,result,violation,time, status
dense_40,5,5,3,35976.100701,0,378.000000,FEASIBLE
dense_40,5,5,4,36440.100701,0,303.000000,FEASIBLE
dense_40,5,6,0,36314.100701,0,295.000000,FEASIBLE
dense_40,5,6,1,36262.100701,0,283.000000,FEASIBLE
dense_40,5,6,2,36052.100701,0,286.000000,FEASIBLE
dense_40,5,6,3,36209.100701,0,312.000000,FEASIBLE
dense_40,5,6,4,36236.100701,0,273.000000,FEASIBLE
dense_40,6,5,0,37726.100701,0,298.000000,FEASIBLE
dense_40,6,5,1,37679.100701,0,396.000000,FEASIBLE
dense_40,6,5,2,37347.100701,0,349.000000,FEASIBLE
dense_40,6,5,3,37716.100701,0,240.000000,FEASIBLE
dense_40,6,5,4,37753.100701,0,299.000000,FEASIBLE
dense_40,6,6,0,37245.100701,0,316.000000,FEASIBLE
dense_40,6,6,1,37012.100701,0,306.000000,FEASIBLE
dense_40,6,6,2,37171.100701,0,334.000000,FEASIBLE
dense_40,6,6,3,37290.100701,0,359.000000,FEASIBLE
dense_40,6,6,4,37180.100701,0,267.000000,FEASIBLE
